userId,movieId,rating,timestamp
10,2,4.5,1361812798
10,7,5.0,1468291621
10,21,1.5,1448940634
10,22,2.0,1424436730
10,35,3.0,1436307379
10,25,4.0,1393282076
10,29,3.5,1318544283
10,20,2.0,1363934640
10,5,5.0,1412927294
10,16,1.5,1519731167
10,4,4.0,1361321426
10,32,3.0,1419283628
10,27,3.5,1544520465
11,33,2.5,1499879970
11,22,1.5,1506473517
11,25,3.0,1447353252
11,16,2.0,1376258962
11,34,3.0,1461695931
11,5,5.0,1302777321
11,12,1.5,1409312630
11,17,1.5,1364672511
11,6,4.5,1453282987
11,13,5.0,1327214615
11,11,3.0,1346280173
11,15,2.5,1358808946
11,20,1.5,1298717676
11,27,2.5,1348435989
11,24,4.0,1372642489
11,9,3.5,1512201764
12,35,3.5,1529422602
12,19,1.5,1464690214
12,9,4.0,1355287350
12,11,4.0,1347822073
12,29,2.5,1483176170
12,4,5.0,1389744874
12,14,3.5,1424626048
12,3,4.5,1519260457
12,16,2.0,1474543588
12,24,2.5,1539744100
12,31,4.0,1434160912
12,15,3.0,1520572974
12,33,3.5,1505232276
12,5,4.5,1314838223
12,18,2.0,1355354123
12,1,4.0,1455223065
12,20,1.5,1500998294
12,27,3.0,1532263558
12,7,4.5,1552639602
13,28,5.0,1269456747
13,36,5.0,1353655453
13,19,1.5,1537472671
13,16,2.0,1303043629
13,9,3.5,1377971420
13,6,4.5,1355448811
13,24,3.5,1445985944
13,4,4.5,1276676528
13,1,4.5,1461195843
13,15,3.0,1379409071
13,21,2.0,1333729912
13,33,2.5,1468416548
13,25,2.0,1445187013
13,26,1.0,1385672509
13,8,4.0,1541418499
13,11,3.5,1316800748
14,14,2.0,1414441897
14,29,3.5,1480734724
14,16,1.5,1273681787
14,11,2.5,1471827887
14,7,4.0,1512523468
14,1,5.0,1526517617
14,19,1.5,1397654386
14,2,4.5,1490006625
14,32,3.5,1277894661
14,4,5.0,1401206074
14,12,1.5,1573566552
14,27,2.0,1273971877
14,30,4.0,1387920114
14,8,4.0,1562723743
14,13,4.5,1415891614
14,34,3.5,1294377692
15,25,3.5,1567067595
15,8,4.0,1297794172
15,36,4.0,1569449760
15,22,1.5,1349953202
15,27,3.0,1363779757
15,35,4.0,1428192038
15,33,3.5,1470070602
15,30,3.5,1389053717
15,14,4.0,1374221803
15,32,4.0,1454406351
15,26,1.0,1305657746
15,23,2.5,1566141753
15,29,2.5,1396023871
15,12,1.5,1531814417
15,1,4.5,1409388347
15,11,2.0,1385389319
15,28,5.0,1309651699
15,18,2.0,1402002868
15,21,1.0,1521972883
15,20,1.5,1263101968
15,4,4.0,1513184520
15,5,4.0,1376204245
15,15,2.5,1466568791
15,2,5.0,1367877072
15,9,3.5,1350544465
16,7,4.5,1552389734
16,3,1.0,1439185769
16,21,5.0,1353448826
16,4,1.5,1439670431
16,26,5.0,1263612507
16,23,2.5,1540725754
16,31,1.5,1489943503
16,5,1.0,1342094594
16,34,3.5,1521514229
16,36,1.5,1507623559
16,13,4.5,1449829407
16,20,4.5,1383692754
16,18,4.5,1383685618
16,27,2.0,1393955518
16,2,4.5,1437999801
16,29,3.0,1338427517
16,10,4.0,1322415794
16,1,1.5,1350415969
16,16,5.0,1372692641
16,15,4.5,1407708089
17,28,4.5,1398611940
17,31,1.0,1287531191
17,20,4.0,1299711753
17,32,1.5,1452959307
17,1,1.5,1273160760
17,34,3.0,1428968164
17,11,5.0,1501405483
17,22,5.0,1512014469
17,29,2.0,1507490177
17,17,5.0,1431283228
17,7,4.0,1498572004
17,30,1.5,1293377264
17,36,1.5,1358421011
17,25,4.0,1283521066
17,19,4.5,1280448439
17,27,3.0,1442109611
17,9,4.0,1295438205
18,26,4.0,1403373531
18,31,1.0,1272731148
18,7,4.5,1277403203
18,35,5.0,1479950723
18,30,1.0,1315068241
18,3,1.5,1553649738
18,13,4.5,1365703878
18,14,4.5,1353240006
18,4,1.5,1470608732
18,9,4.0,1560458274
18,16,4.5,1448896199
18,28,4.5,1264216584
18,12,5.0,1344259631
18,25,4.0,1536178140
18,19,4.5,1364622049
18,27,2.5,1345477418
19,7,4.5,1504704841
19,18,4.0,1456772798
19,17,4.0,1445924535
19,6,4.5,1502790150
19,9,4.5,1376117164
19,32,1.0,1318075029
19,35,5.0,1450182425
19,5,2.0,1394980265
19,1,1.5,1286549082
19,30,1.5,1574180114
19,24,3.5,1517983320
19,20,4.0,1472520374
19,10,4.0,1414165908
19,8,1.5,1462867871
19,3,1.5,1292435276
19,12,4.5,1367703615
19,28,4.5,1553146153
19,26,4.5,1551940080
19,34,3.5,1393407007
19,27,2.5,1349448164
20,32,2.0,1478353484
20,24,3.5,1457630262
20,29,2.0,1570710326
20,26,4.5,1433723531
20,30,1.5,1294629149
20,10,5.0,1348316533
20,11,5.0,1433918571
20,28,4.0,1292571797
20,1,1.5,1291674827
20,15,4.5,1417611661
20,14,4.5,1287685224
20,20,4.0,1304069312
20,31,1.5,1572411542
20,27,3.5,1420205061
20,16,4.5,1548243003
20,22,4.0,1501083630
20,19,4.5,1274974380
21,31,2.0,1373165281
21,17,4.0,1475031739
21,32,2.0,1527802252
21,5,1.0,1381500636
21,19,4.0,1370541883
21,11,4.5,1539076356
21,8,1.5,1512115585
21,22,5.0,1563103031
21,12,4.0,1336389474
21,36,1.5,1488933894
21,27,2.0,1302771715
21,4,2.0,1503911475
21,1,1.5,1481705446
21,34,3.5,1390287294
21,13,4.0,1371845530
21,28,5.0,1314181884
21,23,2.0,1439059073
21,10,4.0,1304451406
21,26,4.5,1540166263
21,29,2.5,1314362324
21,18,4.5,1483654225
21,25,2.5,1330384112
22,14,4.5,1324112528
22,33,1.0,1314796736
22,27,2.0,1425606599
22,7,4.5,1486203058
22,11,5.0,1316400103
22,31,1.5,1368190094
22,35,5.0,1473226986
22,5,1.5,1324034143
22,32,2.0,1325257839
22,15,4.5,1344866815
22,16,4.5,1307090626
22,24,3.5,1343497128
22,28,4.5,1351702014
22,23,3.5,1446223243
22,12,4.0,1456853919
22,2,5.0,1397503611
22,1,1.5,1490296487
22,19,4.0,1266568423
22,25,3.0,1428449649
23,19,4.5,1553439770
23,3,1.5,1372582038
23,1,1.5,1443711402
23,10,4.5,1466523070
23,2,4.0,1310799982
23,16,4.5,1416270727
23,5,2.0,1290009858
23,4,2.0,1376096223
23,26,4.5,1523991768
23,27,3.5,1532993178
23,25,3.0,1428500616
23,31,2.0,1309508953
23,6,5.0,1309684429
23,11,5.0,1491564307
23,28,4.0,1501122294
23,29,3.0,1306868078
23,33,1.5,1310389527
23,20,4.5,1423888596
24,11,4.5,1530920816
24,1,1.5,1511898875
24,22,4.5,1310310403
24,21,4.0,1523915918
24,9,5.0,1300241226
24,26,5.0,1517752568
24,25,4.0,1435365890
24,33,1.5,1361392364
24,27,4.0,1402242354
24,15,4.5,1497053229
24,10,5.0,1524732580
24,12,4.5,1530109375
24,13,4.0,1476373885
24,8,1.5,1527950720
24,6,4.0,1508320808
24,31,2.0,1364678968
24,30,1.5,1319867860
24,34,2.0,1418158165
24,28,4.5,1421761549
24,19,5.0,1340210501
24,18,5.0,1462022506
24,2,4.5,1401549763
24,32,1.0,1368962430
24,35,5.0,1520724366
25,29,3.0,1492645449
25,28,4.5,1451378497
25,13,4.5,1457432405
25,35,4.5,1504555707
25,11,5.0,1451238386
25,31,2.0,1299330182
25,16,4.5,1298489155
25,27,3.0,1267688935
25,2,5.0,1285897741
25,8,1.5,1265437211
25,22,4.0,1542355608
25,20,5.0,1428526944
25,15,5.0,1398798515
25,6,4.5,1372306066
25,7,4.0,1527403531
25,30,1.5,1446362331
25,10,4.5,1530091335
25,4,1.5,1434489519
25,33,1.5,1574131259
26,10,4.5,1422220278
26,15,4.5,1379984480
26,19,5.0,1279600381
26,2,4.0,1461976072
26,17,4.5,1303460155
26,22,4.5,1569982126
26,24,2.5,1280866775
26,20,5.0,1371546141
26,13,4.0,1456087458
26,26,4.5,1546890321
26,36,1.5,1503663467
26,21,5.0,1301569186
26,12,4.5,1541131490
26,9,4.0,1476543142
26,33,2.0,1574423030
26,31,1.5,1316655768
27,35,5.0,1498126792
27,5,1.0,1516500808
27,7,5.0,1397686523
27,16,4.5,1437102652
27,30,2.0,1315578943
27,24,2.5,1465188834
27,21,4.0,1382112067
27,10,5.0,1336617640
27,31,1.5,1396807439
27,33,1.5,1495016459
27,26,5.0,1577337044
27,27,2.0,1370707912
27,11,4.5,1540132065
27,29,3.0,1337235500
27,20,4.0,1415533749
27,34,3.5,1337565977
27,32,1.5,1289394738
28,31,1.5,1333482892
28,14,5.0,1474891376
28,23,3.5,1412232800
28,16,5.0,1571750576
28,15,4.5,1506059389
28,34,2.5,1555249424
28,5,1.0,1389728038
28,26,4.5,1290174540
28,21,4.0,1326180263
28,27,3.0,1402367175
28,20,4.5,1475368124
28,11,5.0,1568098297
28,10,5.0,1271339949
28,18,5.0,1436502448
28,25,3.5,1435357251
28,32,1.5,1451058331
28,17,5.0,1387887691
28,19,5.0,1449447102
28,6,4.5,1318306354
28,8,2.0,1309961169
28,1,1.5,1463516674
28,9,4.0,1380215041
28,24,3.5,1335907367
29,14,4.5,1339502715
29,29,2.5,1442092215
29,27,2.5,1327145271
29,16,5.0,1371601308
29,33,1.5,1291124898
29,34,2.0,1411033981
29,8,2.0,1395814535
29,19,4.0,1518663909
29,36,1.5,1329103468
29,20,4.0,1285733562
29,2,4.0,1429790618
29,10,4.5,1412734953
29,32,1.5,1357058940
29,31,1.5,1370035428
29,9,4.5,1537038948
29,7,4.5,1457214408
29,13,4.5,1376482685
29,3,1.5,1363402773
29,4,2.0,1492993072
29,18,4.0,1543372466
29,11,5.0,1561336114
29,22,4.5,1349267179
29,30,1.5,1435142272
30,21,4.5,1271282989
30,36,2.0,1317719449
30,20,4.5,1487564214
30,1,1.5,1531648701
30,16,4.5,1310731722
30,14,4.5,1345852084
30,9,4.5,1324700414
30,12,5.0,1517732423
30,10,4.5,1470330336
30,15,4.0,1298659877
30,2,4.5,1269143789
30,27,3.0,1531693148
30,33,1.5,1302827561
30,28,4.5,1562083275
30,6,4.5,1385046045
30,32,2.0,1484874759
30,23,2.0,1272257821
30,30,1.5,1296261412
30,25,2.5,1277026791
30,26,5.0,1516493768
30,7,5.0,1365813526
30,5,2.0,1402075263
31,4,3.0,1472673424
31,5,1.0,1438919186
31,1,2.0,1320969296
31,36,1.0,1569102051
31,9,2.0,1509768095
31,21,3.0,1573838579
31,27,4.5,1534127901
31,18,2.5,1371164886
31,33,1.5,1406718622
31,7,3.5,1495658314
31,32,1.5,1262882526
31,22,2.0,1374701407
31,26,5.0,1278710440
31,15,4.0,1546932124
31,20,3.5,1283477866
31,12,3.5,1570721987
31,25,5.0,1514922892
31,24,4.5,1525676343
31,10,2.0,1528674745
31,23,4.5,1295426266
32,26,4.0,1485940196
32,14,3.5,1401261128
32,18,3.5,1359856341
32,35,1.0,1416659436
32,28,4.5,1544171291
32,16,2.0,1507949851
32,31,2.0,1327651939
32,8,2.5,1511807032
32,2,3.5,1450448180
32,3,3.5,1279887780
32,22,3.5,1428273033
32,7,3.0,1395180304
32,6,2.5,1273672856
32,25,4.5,1487971301
32,29,4.5,1336403471
32,36,1.5,1264667162
32,30,2.0,1294861230
32,27,4.0,1329231749
32,19,2.5,1361697568
32,20,2.5,1334716984
32,33,2.0,1476195626
33,31,2.0,1566529771
33,33,1.0,1396830345
33,6,2.5,1524828596
33,29,5.0,1429296734
33,19,2.5,1573239214
33,14,2.5,1429004600
33,5,1.5,1529464817
33,17,4.0,1287737907
33,21,4.0,1389691546
33,30,1.5,1496896532
33,18,3.0,1492773181
33,28,4.5,1462351305
33,10,2.5,1565278044
33,16,4.0,1474256235
33,7,4.0,1447601228
33,12,3.0,1408821483
33,15,2.5,1398343095
33,26,5.0,1560975096
33,20,3.0,1481757398
33,2,4.0,1541939203
33,35,1.5,1557375073
34,23,4.5,1423081868
34,24,4.5,1360386551
34,27,5.0,1455196575
34,6,3.0,1307159106
34,14,3.5,1448819106
34,3,3.0,1423576081
34,25,4.5,1436696401
34,35,2.0,1548318521
34,32,1.0,1380498006
34,30,2.0,1429506920
34,36,2.0,1496594167
34,26,4.5,1526934922
34,22,3.0,1299997721
34,28,4.0,1498969030
34,21,4.0,1337716007
34,19,3.5,1576527382
34,29,4.5,1285106311
34,31,1.5,1403220269
34,5,1.5,1456616057
34,9,3.0,1410102722
34,12,3.5,1557016289
34,18,2.5,1376528962
34,20,3.0,1457309620
34,17,2.0,1274616829
34,7,3.0,1440827896
35,23,4.0,1453416990
35,2,2.0,1343992737
35,1,1.5,1277053151
35,36,1.5,1462277299
35,33,2.0,1520395876
35,25,4.5,1464550706
35,27,5.0,1408440257
35,8,3.5,1492162501
35,35,1.5,1365690704
35,24,4.0,1434730579
35,26,5.0,1325522224
35,17,3.0,1571931062
35,30,1.5,1425664526
35,14,3.0,1397905603
35,32,2.0,1311343847
35,11,1.5,1531432380
35,16,3.0,1461720696
35,34,1.5,1496791796
35,18,3.5,1495330060
35,13,1.5,1354876363
35,5,1.0,1400916371
35,9,3.5,1548132609
35,29,4.5,1462799076
36,4,4.0,1334177676
36,22,3.5,1395430358
36,25,5.0,1381930780
36,7,4.0,1432947816
36,13,2.0,1342624156
36,10,2.0,1467537721
36,31,1.5,1467296936
36,15,3.0,1323620090
36,36,1.5,1341905871
36,9,3.0,1540527013
36,2,3.0,1464642522
36,34,1.5,1566376851
36,24,4.5,1363256430
36,30,1.5,1266139598
36,32,1.5,1464408159
36,33,1.5,1352911715
36,14,3.5,1570398016
36,23,4.0,1561818958
36,29,5.0,1358086135
36,6,3.5,1499007768
36,27,4.0,1525444358
36,26,5.0,1365534883
37,30,2.0,1417645601
37,34,1.5,1467911242
37,23,4.5,1305100369
37,26,5.0,1510168762
37,16,3.0,1276722934
37,14,3.0,1556331954
37,12,3.0,1475844458
37,28,4.5,1435207264
37,5,1.5,1422880055
37,1,1.5,1317942138
37,7,3.0,1552409763
37,8,2.5,1408278606
37,13,1.5,1413047551
37,29,4.0,1481545219
37,2,3.0,1383899991
37,35,2.0,1324326454
37,25,4.0,1407376248
37,11,2.0,1565064580
37,33,1.0,1291039942
37,19,3.5,1568110930
37,9,2.0,1475167115
37,4,3.0,1431065496
37,24,4.0,1517100342
37,15,2.5,1286502505
38,26,4.5,1344462288
38,25,4.5,1290919154
38,11,1.5,1344872904
38,29,4.0,1510261750
38,24,4.0,1571164567
38,34,1.5,1437431726
38,36,1.0,1494139842
38,2,3.5,1462852800
38,19,3.0,1289873057
38,8,2.0,1511958588
38,27,4.0,1550383129
38,1,2.0,1325873689
38,18,2.5,1295826480
38,7,3.5,1445948688
38,20,3.5,1404549250
39,27,4.5,1441665976
39,6,3.5,1458090867
39,10,2.0,1264318017
39,4,4.0,1552411612
39,18,2.5,1562966786
39,11,1.5,1557427002
39,31,1.5,1456948810
39,8,3.5,1298225754
39,21,3.5,1285125211
39,5,2.0,1470262734
39,17,3.5,1468601401
39,20,3.5,1489946150
39,2,3.5,1325131874
39,15,3.0,1312212282
39,3,2.5,1329971845
39,13,1.0,1299736022
39,14,3.0,1366683225
39,7,3.0,1294049493
39,23,4.5,1433979068
40,22,3.0,1531694661
40,35,1.0,1372289952
40,9,2.0,1303434558
40,14,4.0,1508565252
40,28,5.0,1407355311
40,24,5.0,1318646202
40,21,3.5,1526099142
40,7,3.5,1531656928
40,4,2.0,1382965643
40,32,1.5,1505678559
40,5,2.0,1567943774
40,1,1.5,1358622451
40,13,1.0,1395498677
40,26,4.5,1388326959
40,20,2.0,1335961758
40,3,3.0,1315143391
40,27,4.0,1312279039
40,6,3.0,1433308612
40,25,4.5,1560066883
40,23,5.0,1551328682
41,9,3.5,1572124926
41,36,2.0,1497185941
41,1,3.0,1444162709
41,32,3.5,1454411149
41,26,3.5,1461737274
41,3,3.5,1489125237
41,28,4.0,1322571675
41,8,3.0,1385531084
41,35,3.5,1337799233
41,22,3.0,1485596565
41,7,2.0,1436989904
41,15,4.0,1296297871
41,29,3.0,1269071567
41,13,4.0,1570053807
41,16,3.5,1303463935
41,31,4.0,1391264723
41,30,3.0,1544798158
41,6,2.0,1550137830
41,10,3.0,1452608016
41,17,4.0,1485114605
41,4,2.0,1447494969
41,18,2.0,1551713751
41,12,3.0,1390643027
41,21,3.5,1540362279
41,34,3.5,1286273983
42,35,3.0,1544594965
42,27,3.0,1443604594
42,17,3.5,1536647182
42,12,4.0,1324663944
42,9,2.0,1360058068
42,21,3.5,1518193227
42,34,3.5,1475840815
42,20,2.5,1439022010
42,16,2.5,1569047180
42,1,3.5,1305890949
42,7,3.0,1347109214
42,3,4.0,1508503367
42,15,3.5,1331983589
42,19,2.5,1510715372
42,8,4.0,1486173948
42,36,3.0,1339618232
42,30,2.5,1536730761
42,31,2.0,1506193328
42,14,3.0,1477581245
42,11,2.0,1273668638
42,2,3.0,1319200917
42,29,3.0,1445247345
43,4,3.0,1474473898
43,3,2.0,1355077200
43,22,3.0,1415229384
43,21,3.5,1478096086
43,10,2.5,1533654067
43,27,4.0,1459904299
43,30,2.5,1475396110
43,11,3.5,1433956088
43,34,2.5,1470592957
43,16,3.0,1335720381
43,6,3.5,1504781561
43,2,3.0,1494853782
43,19,2.5,1554574693
43,20,3.0,1370726376
43,9,2.5,1391599152
44,25,3.5,1522083006
44,14,4.0,1492645507
44,27,2.0,1424615055
44,29,2.5,1570315544
44,1,2.5,1283892887
44,15,3.5,1267359769
44,26,2.5,1486469074
44,16,3.5,1292575417
44,8,3.5,1427761588
44,18,3.0,1303479390
44,10,3.5,1455888259
44,3,3.5,1355217792
44,12,3.5,1542425218
44,7,3.0,1573666163
44,31,3.0,1425277989
44,9,4.0,1314227821
45,28,2.0,1406185729
45,33,2.0,1407120157
45,14,2.5,1466417497
45,2,3.5,1525395135
45,13,3.5,1449438557
45,20,3.5,1345236385
45,30,2.0,1363607168
45,29,2.5,1274579520
45,32,2.5,1565941712
45,34,2.5,1405343165
45,31,2.5,1395601804
45,7,2.5,1425050796
45,19,2.5,1288036334
45,1,3.5,1303583258
45,26,2.5,1509500322
45,9,4.0,1515133488
45,10,3.0,1529059886
45,25,3.0,1417862597
45,35,3.0,1529402896
45,27,3.5,1445557375
45,8,3.0,1534957802
45,22,2.0,1479901539
45,3,4.0,1463247659
46,22,3.0,1272602825
46,29,2.0,1395292788
46,12,3.5,1342167165
46,35,2.0,1555112631
46,10,3.0,1279657731
46,17,3.0,1514721641
46,21,3.0,1322843487
46,19,3.0,1302484087
46,30,3.5,1570232159
46,18,3.0,1460272597
46,36,3.0,1294106560
46,9,3.5,1330716170
46,11,3.5,1546339147
46,31,3.5,1496347642
46,24,2.5,1314356092
47,8,3.0,1303908850
47,21,2.0,1570493839
47,18,2.5,1435210799
47,24,2.5,1546695299
47,13,3.0,1370705466
47,29,3.0,1268544327
47,19,2.5,1476487853
47,4,3.0,1426958634
47,22,2.5,1302626851
47,1,4.0,1555432995
47,12,2.5,1422621028
47,7,3.5,1301332092
47,6,2.5,1346366435
47,15,3.0,1571523945
47,5,3.5,1386428147
47,17,3.5,1402817153
47,11,3.5,1505744580
47,27,3.0,1572244694
47,36,2.5,1304515548
47,2,2.5,1528213614
47,16,3.0,1262810995
48,1,2.5,1538177552
48,6,3.5,1363375270
48,28,3.5,1577010048
48,17,3.5,1331884185
48,16,2.5,1326356448
48,14,2.5,1378667822
48,25,3.5,1312291331
48,8,2.5,1472065450
48,27,2.5,1377303490
48,21,3.0,1330289200
48,26,3.0,1494500125
48,19,2.5,1341271903
48,15,4.0,1263722060
48,31,3.5,1266943022
48,3,3.0,1455563882
48,24,2.5,1493628993
48,7,2.5,1381892697
48,29,2.5,1381928467
48,35,3.5,1467805874
48,10,2.5,1459580570
48,13,3.5,1360590785
48,2,3.0,1437972563
48,12,3.0,1560349321
49,2,3.5,1272480828
49,9,2.5,1473849488
49,26,4.0,1368767841
49,10,4.0,1347786326
49,15,3.5,1331882794
49,31,2.5,1281551186
49,19,4.0,1544676386
49,17,3.0,1529700606
49,8,3.0,1321258235
49,33,2.0,1541126611
49,20,2.5,1559101527
49,5,2.0,1544963343
49,25,3.0,1530627008
49,11,3.0,1555667840
49,21,3.5,1507940421
49,7,3.5,1294070658
49,3,3.5,1556174795
49,30,2.5,1494643110
49,36,3.0,1392647082
50,14,2.5,1519677415
50,5,2.5,1342341806
50,1,3.5,1541202584
50,34,3.5,1548249394
50,4,2.0,1544797527
50,25,4.0,1490012469
50,30,3.5,1352228682
50,3,3.5,1508143481
50,2,4.0,1266079702
50,6,2.5,1274498329
50,17,3.0,1287780259
50,29,3.5,1545979123
50,24,2.0,1297838839
50,18,2.0,1411297582
50,21,3.0,1356569849
50,15,3.0,1364375573
50,12,2.5,1315864760
50,7,3.0,1375956453
50,27,2.5,1423528427
50,35,2.5,1576688885
50,31,2.0,1280605847
50,9,3.0,1491620394
50,13,4.0,1353841041
